Article ID,Name,Category,URL,Last Updated,Has Screenshots,Linked Pages
KB-133,How to install the zBreviewboard extension on Edge - zipBoard Help,Article,https://help.zipboard.co/article/260-how-to-install-the-zbreviewboard-extension-on-edge,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/196-how-to-review-webpages-using-zipboard, https://help.zipboard.co/article/260-how-to-install-the-zbreviewboard-extension-on-edge, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-134,Getting Started as a Collaborator - zipBoard Help,Article,https://help.zipboard.co/article/261-getting-started-as-a-collaborator,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/137-how-to-track-and-prioritise-the-feddback-from-guest-in-zipboard, https://help.zipboard.co/article/220-will-collaborators-get-notified-by-email-when-they-assigned-to-task-project, https://help.zipboard.co/article/227-share-link-settings, https://help.zipboard.co/article/23-how-to-add-and-review-different-types-of-content-with-zipboard, https://help.zipboard.co/article/233-will-a-collaborator-get-email-notification-when-a-reply-is-added-to-his-feedback, https://help.zipboard.co/article/252-getting-started-with-zipboard, https://help.zipboard.co/article/261-getting-started-as-a-collaborator, https://help.zipboard.co/article/266-comprehensive-guides-for-zipboard, https://help.zipboard.co/article/272-manage-tasks-better-with-zipboard, https://help.zipboard.co/article/278-auto-generated-reports, https://help.zipboard.co/article/374-zipboard-users-workflow, https://help.zipboard.co/article/73-what-is-the-difference-between-owner-manager-collaborator-and-client, https://help.zipboard.co/category/369-for-super-admins, https://help.zipboard.co/category/370-for-managers, https://help.zipboard.co/category/371-for-collaborators, https://help.zipboard.co/category/372-for-clients, https://help.zipboard.co/category/373-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-135,How Secure is zipBoard? - zipBoard Help,Article,https://help.zipboard.co/article/262-how-secure-is-zipboard,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/262-how-secure-is-zipboard, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-136,What is the Client role in Enterprise Plan? - zipBoard Help,Article,https://help.zipboard.co/article/264-what-is-client-role-in-enterprise-edition,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/135-how-do-i-work-with-clients-in-zipboard, https://help.zipboard.co/article/137-how-to-track-and-prioritise-the-feddback-from-guest-in-zipboard, https://help.zipboard.co/article/164-what-is-the-add-client-button-for, https://help.zipboard.co/article/227-share-link-settings, https://help.zipboard.co/article/264-what-is-client-role-in-enterprise-edition, https://help.zipboard.co/article/390-getting-started-as-clients, https://help.zipboard.co/article/402-workflow-of-clients, https://help.zipboard.co/article/437-how-to-control-client-access-in-zipboard-file-sharing-made-simple, https://help.zipboard.co/category/369-for-super-admins, https://help.zipboard.co/category/370-for-managers, https://help.zipboard.co/category/371-for-collaborators, https://help.zipboard.co/category/372-for-clients, https://help.zipboard.co/category/373-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-137,How to Review and Collaborate on Video Projects - zipBoard Help,Article,https://help.zipboard.co/article/265-how-to-review-and-collaborate-on-video-projects,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/265-how-to-review-and-collaborate-on-video-projects, https://help.zipboard.co/article/281-review-all-types-of-content-in-one-place, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-138,Guides for zipBoard Users - zipBoard Help,Article,https://help.zipboard.co/article/266-comprehensive-guides-for-zipboard,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/266-comprehensive-guides-for-zipboard, https://help.zipboard.co/article/403-complete-workflow-for-all-zipboard-users, https://help.zipboard.co/category/369-for-super-admins, https://help.zipboard.co/category/370-for-managers, https://help.zipboard.co/category/371-for-collaborators, https://help.zipboard.co/category/372-for-clients, https://help.zipboard.co/category/373-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-139,Can We Add Live Annotations without zipBoard Extension? - zipBoard Help,Article,https://help.zipboard.co/article/267-can-we-add-live-annotations-with-zipboard-extension,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/140-do-i-have-a-keyboard-shortcut-to-click-screens-in-zipboard, https://help.zipboard.co/article/200-how-to-install-the-zbreviewboard-extension, https://help.zipboard.co/article/227-share-link-settings, https://help.zipboard.co/article/267-can-we-add-live-annotations-with-zipboard-extension, https://help.zipboard.co/article/35-what-is-review-board, https://help.zipboard.co/article/36-what-are-boards, https://help.zipboard.co/article/37-whats-the-whole-set-of-tools-available-on-review-board, https://help.zipboard.co/article/42-how-to-add-my-screenshots-images-to-review-board, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-140,What are the Upload Limits? - zipBoard Help,Article,https://help.zipboard.co/article/27-what-are-the-upload-limits,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/158-how-to-upload-and-review-scorm-valid-html-content-with-zipboard, https://help.zipboard.co/article/160-how-to-upload-and-review-image-files-with-zipboard, https://help.zipboard.co/article/23-how-to-add-and-review-different-types-of-content-with-zipboard, https://help.zipboard.co/article/24-can-i-upload-multiple-images, https://help.zipboard.co/article/25-i-upload-a-file-but-its-stuck-what-should-i-do, https://help.zipboard.co/article/27-what-are-the-upload-limits, https://help.zipboard.co/article/33-i-just-uploaded-a-captivate-scorm-file-but-could-not-access-it-using-zipboard-what-can-be-the-issue, https://help.zipboard.co/article/9-im-stuck-how-do-i-contact-zipboard, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-141,Visual Reviews and Feedback with zipBoard - zipBoard Help,Article,https://help.zipboard.co/article/271-visual-reviews-and-feedback-with-zipboard,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/136-how-to-share-a-file-in-zipboard, https://help.zipboard.co/article/271-visual-reviews-and-feedback-with-zipboard, https://help.zipboard.co/article/8-who-is-zipboard-for, https://help.zipboard.co/article/90-i-need-to-share-my-zipboard-project-with-my-stakeholders-but-don-t-want-to-add-them-as-collaborators-is-there-a-way-to-do-that, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-142,Manage Tasks Better with zipBoard - zipBoard Help,Article,https://help.zipboard.co/article/272-manage-tasks-better-with-zipboard,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/108-how-do-i-create-a-project-phase, https://help.zipboard.co/article/165-how-to-switch-to-kanban-view-for-tasks, https://help.zipboard.co/article/190-what-is-a-kanban-board-and-how-can-i-use-it, https://help.zipboard.co/article/272-manage-tasks-better-with-zipboard, https://help.zipboard.co/article/394-can-we-add-statuses-from-project-level, https://help.zipboard.co/article/422-managing-task-types-at-the-project-level, https://help.zipboard.co/article/47-communicating-with-team-members, https://help.zipboard.co/article/48-what-is-the-watcher-feature-for-and-how-do-i-use-it, https://help.zipboard.co/article/51-how-do-i-access-the-task-manager, https://help.zipboard.co/article/52-how-do-i-add-new-tasks, https://help.zipboard.co/article/57-i-cannot-delete-all-the-tasks-what-am-i-missing, https://help.zipboard.co/article/60-how-do-i-assign-a-task-to-someone, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-143,Collaborate Better with zipBoard - zipBoard Help,Article,https://help.zipboard.co/article/273-collaborate-better-with-zipboard,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/136-how-to-share-a-file-in-zipboard, https://help.zipboard.co/article/150-how-can-i-manage-user-roles-better-with-enterprise-accounts, https://help.zipboard.co/article/226-how-do-i-share-my-website-pdf-file-html-scorm-file-images-or-video, https://help.zipboard.co/article/273-collaborate-better-with-zipboard, https://help.zipboard.co/article/45-how-can-i-add-collaborators-to-my-project, https://help.zipboard.co/article/46-how-can-i-remove-collaborators-from-my-project, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-144,Generate Consolidated Reports with zipBoard - zipBoard Help,Article,https://help.zipboard.co/article/274-generate-consolidated-reports-with-zipboard,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/253-do-we-have-reports-on-project-based-in-zipboard, https://help.zipboard.co/article/266-comprehensive-guides-for-zipboard, https://help.zipboard.co/article/274-generate-consolidated-reports-with-zipboard, https://help.zipboard.co/article/6-what-is-zipboard, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-145,Help Scout - Log In,Article,https://help.zipboard.co/article/278-auto-generated-reports,,No,"https://help.zipboard.co/article/278-auto-generated-reports, https://help.zipboard.co/members/forgot-password"
KB-146,How to Access Reviewboard in Private Windows? - zipBoard Help,Article,https://help.zipboard.co/article/28-accessing-private-windows,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/157-how-can-i-get-my-web-hosted-content-reviewed-with-zipboard, https://help.zipboard.co/article/158-how-to-upload-and-review-scorm-valid-html-content-with-zipboard, https://help.zipboard.co/article/159-how-can-i-get-feedback-on-pdf-content, https://help.zipboard.co/article/160-how-to-upload-and-review-image-files-with-zipboard, https://help.zipboard.co/article/161-video-timestamp-comment, https://help.zipboard.co/article/28-accessing-private-windows, https://help.zipboard.co/article/29-how-secure-is-my-data-with-zipboard, https://help.zipboard.co/article/30-does-zipboard-backup-data-in-case-of-emergency, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-147,How to Access Reviewboard in Private Windows? - zipBoard Help,Article,https://help.zipboard.co/article/28-accessing-reviewboard-private-windows,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/157-how-can-i-get-my-web-hosted-content-reviewed-with-zipboard, https://help.zipboard.co/article/158-how-to-upload-and-review-scorm-valid-html-content-with-zipboard, https://help.zipboard.co/article/159-how-can-i-get-feedback-on-pdf-content, https://help.zipboard.co/article/160-how-to-upload-and-review-image-files-with-zipboard, https://help.zipboard.co/article/161-video-timestamp-comment, https://help.zipboard.co/article/28-accessing-reviewboard-private-windows, https://help.zipboard.co/article/29-how-secure-is-my-data-with-zipboard, https://help.zipboard.co/article/30-does-zipboard-backup-data-in-case-of-emergency, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-148,Help Scout - Log In,Article,https://help.zipboard.co/article/280-task-management-with-zipboard,,No,"https://help.zipboard.co/article/280-task-management-with-zipboard, https://help.zipboard.co/members/forgot-password"
KB-149,Review All Types of Content in One Place - zipBoard Help,Article,https://help.zipboard.co/article/281-review-all-types-of-content-in-one-place,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/158-how-to-upload-and-review-scorm-valid-html-content-with-zipboard, https://help.zipboard.co/article/159-how-can-i-get-feedback-on-pdf-content, https://help.zipboard.co/article/160-how-to-upload-and-review-image-files-with-zipboard, https://help.zipboard.co/article/18-what-makes-zipboard-different, https://help.zipboard.co/article/193-can-i-add-multiple-files-or-urls-within-1-project, https://help.zipboard.co/article/196-how-to-review-webpages-using-zipboard, https://help.zipboard.co/article/21-how-do-i-start-with-zipboard, https://help.zipboard.co/article/226-how-do-i-share-my-website-pdf-file-html-scorm-file-images-or-video, https://help.zipboard.co/article/24-can-i-upload-multiple-images, https://help.zipboard.co/article/258-can-we-capture-screenshotrecord-video-without-going-to-zipboard, https://help.zipboard.co/article/265-how-to-review-and-collaborate-on-video-projects, https://help.zipboard.co/article/281-review-all-types-of-content-in-one-place, https://help.zipboard.co/article/300-how-to-upload-a-pdf-file, https://help.zipboard.co/article/359-mp3-file-sharing-feature, https://help.zipboard.co/article/388-how-to-review-a-zip-file, https://help.zipboard.co/article/42-how-to-add-my-screenshots-images-to-review-board, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-150,Can We See Error Logs in zipBoard Related to JIRA Integration? - zipBoard Help,Article,https://help.zipboard.co/article/282-can-we-see-error-logs-in-zipboard-related-to-jira-integration,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/256-does-zipboard-support-two-way-communication-with-jira, https://help.zipboard.co/article/257-whats-next-after-zipboard-account-integrated-at-organization-level-with-jira, https://help.zipboard.co/article/282-can-we-see-error-logs-in-zipboard-related-to-jira-integration, https://help.zipboard.co/article/62-does-zipboard-integrate-with-jira, https://help.zipboard.co/article/63-how-do-i-integrate-zipboard-with-jira, https://help.zipboard.co/article/64-how-are-statuses-and-priorities-mapped-between-zipboard-and-jira, https://help.zipboard.co/article/68-im-getting-the-unable-to-authenticate-error-when-integrating-with-jira-what-should-i-do, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
KB-151,zipBoard pricing update: 12th March 2021 - zipBoard Help,Article,https://help.zipboard.co/article/283-zipboard-pricing-update-march-2021,,No,"https://help.zipboard.co/, https://help.zipboard.co/article/194-what-payment-methods-do-you-support, https://help.zipboard.co/article/283-zipboard-pricing-update-march-2021, https://help.zipboard.co/article/81-what-plan-is-right-for-me, https://help.zipboard.co/article/82-can-i-change-my-plan, https://help.zipboard.co/category/106-project-phases, https://help.zipboard.co/category/12-task-manager, https://help.zipboard.co/category/13-jira-integration, https://help.zipboard.co/category/14-slack-integration, https://help.zipboard.co/category/147-enterprise, https://help.zipboard.co/category/204-wrike-integration, https://help.zipboard.co/category/224-client-feedback, https://help.zipboard.co/category/293-lambdatest-integration, https://help.zipboard.co/category/303-features, https://help.zipboard.co/category/363-microsoft-integration, https://help.zipboard.co/category/364-data-security-privacy, https://help.zipboard.co/category/365-troubleshooting-and-errors, https://help.zipboard.co/category/379-zbreviewboard-extension, https://help.zipboard.co/category/380-sharing-links-to-external-collaborators, https://help.zipboard.co/category/385-pdf-tools-and-resources, https://help.zipboard.co/category/386-image-videos-tools-and-resources, https://help.zipboard.co/category/387-url-zip-tools-and-resources, https://help.zipboard.co/category/4-introduction, https://help.zipboard.co/category/451-procore-integration, https://help.zipboard.co/category/5-general, https://help.zipboard.co/collection/1-knowledge-base, https://help.zipboard.co/collection/173-apis, https://help.zipboard.co/collection/366-zipboard-users"
