Article ID,URL,Name,Category,cluster,x,y,z,top_terms
KB-167,https://help.zipboard.co/article/167-how-to-annotate-a-recorded-video-using-zipboard,How To Annotate A Recorded Video Using Zipboard,Article,5,-3.1678326,-2.0229118,4.9270787,"recorded, annotate, video, integration, article, frame, playing, demonstrating"
KB-168,https://help.zipboard.co/article/168-how-to-upload-images-mocks-to-zipboard-and-get-live-feedback-from-people,How To Upload Images Mocks To Zipboard And Get Live Feedback From People,Article,9,-4.368605,-3.7803698,7.9984155,"user, people, tutorial, mocks, boards, website, feedback, share"
KB-171,https://help.zipboard.co/article/171-api-authentication-and-uri-structure,API Authentication And Uri Structure,Article,0,-1.0817758,4.98041,10.474316,"api, rest, http, structure, authentication, zipboard, uri, token"
KB-171,https://help.zipboard.co/article/171-zipboard-api-key-generation-and-uri-structure,Zipboard API Key Generation And Uri Structure,Article,0,-1.0783548,4.952887,10.447169,"api, rest, http, structure, authentication, zipboard, uri, token"
KB-178,https://help.zipboard.co/article/178-api-for-project,API For Project,Article,0,-0.87084496,5.40337,10.958607,"id, project, string, http, n6drgcj2rkawbu948, api, title, 01"
KB-179,https://help.zipboard.co/article/179-api-for-files-url,API For Files Url,Article,0,-0.87196815,5.3764505,10.9582615,"http, string, file, api, true, bing, id, 01"
KB-18,https://help.zipboard.co/article/18-what-makes-zipboard-different,What Makes Zipboard Different,Article,5,-3.5241148,-1.5490909,6.1055202,"watch, zipboard, learn, apart, keeping, better, review, makes"
KB-180,https://help.zipboard.co/article/180-api-for-review-links,API For Review Links,Article,0,-0.9506893,5.2383165,10.830094,"http, shareurl, api, sharelink, fileid, string, projectid, authorization"
KB-181,https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,Article,0,-1.0579588,5.260376,11.039879,"string, http, task, 02, 2020, api, 18t09, id"
KB-182,https://help.zipboard.co/article/182-api-for-issues-feedback,API For Issues Feedback,Article,0,-0.996292,5.296639,10.938455,"string, http, api, id, 2019, 01, params, authorization"
KB-183,https://help.zipboard.co/article/183-http-status-codes,HTTP Status Codes,Article,0,-1.0250267,5.0734863,10.589894,"http, resource, codes, bad, method, token, api, parameter"
KB-19,https://help.zipboard.co/article/19-how-does-zipboard-help-me-build-better-products,How Does Zipboard Help Me Build Better Products,Article,5,-3.4384255,-1.1912376,5.64683,"products, build, integration, zipboard, changed, actual, manner, does"
KB-190,https://help.zipboard.co/article/190-what-is-a-kanban-board-and-how-can-i-use-it,What Is A Kanban Board And How Can I Use It,Article,1,-3.322828,-3.0388658,5.7188187,"kanban, board, work, tasks, upload, integration, details, review"
KB-192,https://help.zipboard.co/article/192-what-can-i-do-with-slack-integration,What Can I Do With Slack Integration,Article,3,-3.3881605,0.13008568,6.336948,"slack, integrate, channel, message, zipboard, integration, convert, directly"
KB-193,https://help.zipboard.co/article/193-can-i-add-multiple-files-or-urls-within-1-project,Can I Add Multiple Files Or Urls Within 1 Project,Article,5,-3.9071355,-1.925587,5.577278,"upload, urls, plan, pricing, multiple, zipped, files, mp4"
KB-194,https://help.zipboard.co/article/194-what-payment-methods-do-you-support,What Payment Methods Do You Support,Article,7,-6.3225236,-0.42640802,3.0458677,"credit, payment, methods, card, integration, annual, transfer, monthly"
KB-195,https://help.zipboard.co/article/195-how-is-zipboard-different-from-other-solutions,How Is Zipboard Different From Other Solutions,Article,1,-3.485764,-1.5032202,6.2114253,"vs, zipboard, visual, solutions, bug, unlimited, tracking, online"
KB-196,https://help.zipboard.co/article/196-how-to-review-webpages-using-zipboard,How To Review Webpages Using Zipboard,Article,5,-3.5198972,-1.9402617,5.077642,"review, url, add, following, zipboard, webpages, follow, watch"
KB-197,https://help.zipboard.co/article/197-how-to-install-the-zbreviewboard-extension-on-chrome,How To Install The Zbreviewboard Extension On Chrome,Article,5,-2.768482,-0.8829777,4.313303,"chrome, installed, install, extension, following, integration, downloaded, wait"
KB-198,https://help.zipboard.co/article/198-how-to-install-the-zbreviewboard-extension-on-firefox,How To Install The Zbreviewboard Extension On Firefox,Article,5,-2.7441266,-0.86741567,4.3162594,"firefox, installed, install, following, extension, integration, mozilla, wait"
KB-199,https://help.zipboard.co/article/199-how-to-install-the-zbreviewboard-extension-on-internet-explorer-or-safari,How To Install The Zbreviewboard Extension On Internet Explorer Or Safari,Article,5,-2.7256281,-0.8874775,4.4096327,"internet, explorer, safari, following, install, run, click, plugin"
KB-20,https://help.zipboard.co/article/20-how-can-i-use-zipboard-for-elearning-projects,How Can I Use Zipboard For Elearning Projects,Article,5,-3.8931208,-1.4855465,5.35469,"elearning, course, courses, integration, zipboard, extremely, storyline, articulate"
KB-200,https://help.zipboard.co/article/200-how-to-install-the-zbreviewboard-extension,How To Install The Zbreviewboard Extension,Article,5,-2.8045523,-0.83690065,4.3081512,"install, https, article, safari, zbreviewboard, extension, edge, internet"
KB-201,https://help.zipboard.co/article/201-managing-the-message-board-of-zipboard,Managing The Message Board Of Zipboard,Article,4,-2.299608,-2.4053383,7.936411,"message, board, attach, messages, clicking, add, clients, button"
KB-202,https://help.zipboard.co/article/202-how-to-use-the-task-manager-in-zipboard,How To Use The Task Manager In Zipboard,Article,8,-1.1670837,-1.468599,6.4342747,"task, manager, kanban, hide, person, use, zipboard, switch"
KB-203,https://help.zipboard.co/article/203-get-the-most-out-of-our-guides-in-zipboard,Get The Most Out Of Our Guides In Zipboard,Article,5,-2.9207258,-1.2486635,4.8110447,"reviewing, plugin, guide, installing, zipboard, urls, videos, websites"
KB-205,https://help.zipboard.co/article/205-does-zipboard-integrate-with-wrike,Does Zipboard Integrate With Wrike,Article,3,-3.5631316,0.9960621,6.4015646,"wrike, integrate, zipboard, integration, issues, project, authentication, mapped"
KB-206,https://help.zipboard.co/article/206-how-do-i-integrate-zipboard-with-wrike,How Do I Integrate Zipboard With Wrike,Article,3,-3.5662475,0.9425498,6.3846955,"wrike, integrate, zipboard, integration, issues, authentication, mapped, created"
KB-207,https://help.zipboard.co/article/207-how-are-statuses-mapped-between-zipboard-and-wrike,How Are Statuses Mapped Between Zipboard And Wrike,Article,3,-3.63758,0.9891571,6.52038,"mapped, wrike, statuses, zipboard, integration, integrate, default, mapping"
KB-208,https://help.zipboard.co/article/208-how-do-i-remove-zipboards-integration-with-wrike,How Do I Remove Zipboards Integration With Wrike,Article,3,-3.477562,0.80753374,6.4029603,"unlink, wrike, integration, zipboard, clicking, icon, mapped, delete"
KB-209,https://help.zipboard.co/article/209-how-do-i-view-the-associated-wrike-issues-directly,How Do I View The Associated Wrike Issues Directly,Article,3,-3.7628582,1.0428483,6.6157994,"wrike, zipboard, integration, linked, issues, mapped, working, associated"
KB-21,https://help.zipboard.co/article/21-how-do-i-start-with-zipboard,How Do I Start With Zipboard,Article,5,-2.8295221,-1.4185929,4.8278375,"start, reviewing, zipboard, profile, integration, screens, file, clicking"
KB-210,https://help.zipboard.co/article/210-how-do-i-edit-wrikes-integration-settings,How Do I Edit Wrikes Integration Settings,Article,3,-3.6198099,0.9710264,6.4875407,"wrike, edit, integration, mapped, settings, zipboard, integrate, incorporated"
KB-211,https://help.zipboard.co/article/211-how-are-priorities-mapped-between-zipboard-and-wrike,How Are Priorities Mapped Between Zipboard And Wrike,Article,3,-3.6646264,0.9613355,6.5404983,"priorities, mapped, wrike, zipboard, integration, integrate, default, mapping"
KB-212,https://help.zipboard.co/article/212-signing-up-with-google,Signing Up With Google,Article,3,-3.3389094,-0.3330682,5.596609,"google, signing, click, zipboard, integration, enter, sign, started"
KB-214,https://help.zipboard.co/article/214-how-to-download-a-project-status-report,How To Download A Project Status Report,Article,3,-2.378077,-0.68236077,6.305274,"reports, download, report, integration, cumulative, page, summary, format"
KB-215,https://help.zipboard.co/article/215-what-happens-to-tasks-if-i-delete-my-project,What Happens To Tasks If I Delete My Project,Article,8,-2.0347311,-0.9737661,6.2389097,"deleted, happens, integration, project, tasks, delete, 27, tools"
KB-216,https://help.zipboard.co/article/216-how-to-edit-tags,How To Edit Tags,Article,8,-0.78386015,-1.1646627,6.408111,"cards, tags, uploads, edit, tagging, kanban, menu, org"
KB-218,https://help.zipboard.co/article/218-email-notification,Email Notification,Article,4,-2.3397288,-3.0241797,9.126578,"send, emails, tab, email, collaborators, zipboard, admins, sent"
KB-22,https://help.zipboard.co/article/22-can-i-use-zipboard-with-any-browser,Can I Use Zipboard With Any Browser,Article,5,-2.7026217,-1.0037764,4.48527,"browser, browsers, chrome, integration, use, existing, moment, major"
KB-220,https://help.zipboard.co/article/220-will-collaborators-get-notified-by-email-when-they-assigned-to-task-project,Will Collaborators Get Notified By Email When They Assigned To Task Project,Article,4,-2.2403212,-2.8721669,9.105915,"assigned, notified, emails, admins, email, task, watcher, collaborators"
KB-221,https://help.zipboard.co/article/221-will-the-users-get-notification-in-zipboard,Will The Users Get Notification In Zipboard,Article,4,-2.1069243,-2.5979002,8.838192,"notification, notifications, zipboard, admins, users, watcher, 21, november"
KB-222,https://help.zipboard.co/article/222-will-my-client-get-messages-from-project-team-in-enterprise-edition,Will My Client Get Messages From Project Team In Enterprise Edition,Article,4,-2.9763908,-3.7147071,8.854509,"messages, edition, enterprise, clients, team, admins, project, september"
KB-223,https://help.zipboard.co/article/223-can-client-convert-feedback-from-other-stackholders,Can Client Convert Feedback From Other Stackholders,Article,9,-3.3705955,-3.819592,8.224994,"feedback, internal, clients, flexibility, guest, development, ensures, convert"
KB-225,https://help.zipboard.co/article/225-how-to-file-a-bug,How To File A Bug,Article,8,-1.631309,-1.605578,6.569525,"bug, task, project, file, add, added, options, tasks"
KB-226,https://help.zipboard.co/article/226-how-do-i-share-my-website-pdf-file-html-scorm-file-images-or-video,How Do I Share My Website Pdf File HTML Scorm File Images Or Video,Article,1,-3.9433076,-2.5453873,5.650805,"share, file, content, html, scorm, review, website, upload"
KB-227,https://help.zipboard.co/article/227-share-link-settings,Share Link Settings,Article,9,-4.297429,-3.8418374,8.101919,"share, comments, link, boards, guests, links, screens, access"
KB-228,https://help.zipboard.co/article/228-if-i-remove-a-user-from-my-organization-or-project-what-happens-to-there-tasks-and-comments,If I Remove A User From My Organization Or Project What Happens To There Tasks And Comments,Article,4,-2.3782163,-3.113092,9.482346,"thier, remove, organization, happens, assigned, comments, admins, collaborator"
KB-229,https://help.zipboard.co/article/229-how-do-i-remove-members-from-an-organization,How Do I Remove Members From An Organization,Article,4,-2.716603,-3.175612,9.554323,"removed, organization, members, remove, org, enterprise, tab, admin"
KB-23,https://help.zipboard.co/article/23-how-to-add-and-review-different-types-of-content-with-zipboard,How To Add And Review Different Types Of Content With Zipboard,Article,5,-3.7934158,-2.485765,5.402261,"review, upload, content, hosted, file, uploading, web, mp3"
KB-23,https://help.zipboard.co/article/23-what-kind-of-projects-files-can-i-upload-to-zipboard,What Kind Of Projects Files Can I Upload To Zipboard,Article,1,-3.888794,-2.5373986,5.5175877,"review, upload, content, hosted, file, uploading, web, mp3"
KB-231,https://help.zipboard.co/article/231-getting-feedback,Getting Feedback,Article,4,-2.8009315,-3.1764996,8.921433,"feedback, collaborator, tab, add, link, inviting, share, account"
KB-232,https://help.zipboard.co/article/232-how-to-add-members-from-an-organization-or-project,How To Add Members From An Organization Or Project,Article,4,-2.7988358,-3.2911956,9.419036,"add, collaborator, organization, managers, clients, typing, members, adding"
KB-232,https://help.zipboard.co/article/232-managing-stakeholders,Managing Stakeholders,Article,4,-2.7796755,-3.296793,9.356954,"add, collaborator, organization, managers, clients, typing, members, adding"
KB-233,https://help.zipboard.co/article/233-will-a-collaborator-get-email-notification-when-a-reply-is-added-to-his-feedback,Will A Collaborator Get Email Notification When A Reply Is Added To His Feedback,Article,4,-2.1740644,-2.6996474,8.974808,"email, notification, added, reply, admins, collaborator, entered, watchers"
KB-234,https://help.zipboard.co/article/234-what-happens-if-we-delete-shared-link-for-review-to-users,What Happens If We Delete Shared Link For Review To Users,Article,9,-4.5224237,-3.9556332,8.149585,"link, share, user, happens, integration, file, shared, redirect"
KB-235,https://help.zipboard.co/article/235-what-is-manager-role,What Is Manager Role,Article,4,-2.7618253,-3.2007804,9.395244,"add, organization, review, messages, clients, assign, project, managers"
KB-237,https://help.zipboard.co/article/237-api-for-organization,API For Organization,Article,0,-1.174867,5.1189485,10.645429,"api, organization, http, zipboard, authorization, response, rest, v1"
KB-24,https://help.zipboard.co/article/24-can-i-upload-multiple-images,Can I Upload Multiple Images,Article,5,-3.6154363,-1.569987,5.6176248,"images, multiple, upload, integration, zipped, currently, file, selecting"
KB-240,https://help.zipboard.co/article/240-responses,Responses,Article,0,-1.0720204,5.202797,10.85559,"response, responses, api, http, 9qpkeqjacxbcqhql3, reply, 2020, authorization"
KB-241,https://help.zipboard.co/article/241-how-to-install-widget-and-use-it,How To Install Widget And Use It,Article,5,-3.3068478,-2.4149127,4.944088,"widget, plugin, screenshot, page, web, code, sign, guest"
KB-242,https://help.zipboard.co/article/242-is-make-an-announcement-in-zipboard-for-all-projects-in-the-organization,Is Make An Announcement In Zipboard For All Projects In The Organization,Article,3,-2.8695354,-0.74312705,6.110765,"announcement, add, integration, replaced, make, added, organization, old"
KB-243,https://help.zipboard.co/article/243-how-to-disable-added-announcement,How To Disable Added Announcement,Article,3,-2.8323092,-0.6923292,6.149487,"announcement, disable, actions, added, integration, enable, enterprise, org"
KB-244,https://help.zipboard.co/article/244-how-to-delete-announcement,How To Delete Announcement,Article,3,-2.8598175,-0.68695736,6.1017485,"announcement, delete, integration, disable, actions, org, tools, resources"
KB-245,https://help.zipboard.co/article/245-is-full-page-screenshot-option-availble-in-zipboard,Is Full Page Screenshot Option Availble In Zipboard,Article,5,-3.2979236,-2.2093909,4.925386,"web, board, review, pages, step, screenshot, camera, page"
KB-246,https://help.zipboard.co/article/246-can-screens-can-be-added-to-task-in-the-project,Can Screens Can Be Added To Task In The Project,Article,5,-2.00657,-2.021905,5.4766674,"screen, select, added, task, add, integration, screens, symbol"
KB-247,https://help.zipboard.co/article/247-can-i-sign-in-using-a-microsoft-account-with-zipboard,Can I Sign In Using A Microsoft Account With Zipboard,Article,3,-3.362134,-0.25095358,5.592388,"sign, zipboard, click, microsoft, started, integration, app, enter"
KB-248,https://help.zipboard.co/article/248-what-is-the-message-feature-in-zipboard,What Is The Message Feature In Zipboard,Article,4,-2.3852012,-2.552374,8.19427,"message, clients, messages, attach, add, font, collaborators, cancel"
KB-25,https://help.zipboard.co/article/25-i-upload-a-file-but-its-stuck-what-should-i-do,I Upload A File But Its Stuck What Should I Do,Article,5,-4.2922616,-1.7857393,4.90231,"stuck, file, zipboard, zip, integration, uploaded, happened, mess"
KB-251,https://help.zipboard.co/article/251-can-we-import-tasks-to-zipboard-from-csv-excel,Can We Import Tasks To Zipboard From CSV Excel,Article,8,-1.600488,-0.92743844,6.1146817,"csv, import, excel, tasks, zipboard, integration, importing, map"
KB-252,https://help.zipboard.co/article/252-getting-started-with-zipboard,Getting Started With Zipboard,Article,9,-3.1189933,-3.270506,7.498794,"step, tasks, content, main, zipboard, create, time, priorities"
KB-253,https://help.zipboard.co/article/253-do-we-have-reports-on-project-based-in-zipboard,Do We Have Reports On Project Based In Zipboard,Article,3,-2.5220413,-0.59465325,6.3760147,"reports, seen, based, integration, cumulative, project, individually, maintain"
KB-254,https://help.zipboard.co/article/254-do-slack-channel-get-notified-if-task-is-created-or-updated-in-zipboard,Do Slack Channel Get Notified If Task Is Created Or Updated In Zipboard,Article,3,-3.4509902,0.056473807,6.4464483,"channel, slack, notified, created, integration, integrate, zipboard, task"
KB-255,https://help.zipboard.co/article/255-how-to-work-with-microsoft-teams-app-with-zipboard-integrated-in-it,How To Work With Microsoft Teams App With Zipboard Integrated In It,Article,3,-3.4294777,-0.134331,5.860403,"teams, app, channel, zipboard, csv, work, integrated, microsoft"
KB-256,https://help.zipboard.co/article/256-does-zipboard-support-two-way-communication-with-jira,Does Zipboard Support Two Way Communication With Jira,Article,3,-3.3765788,1.1093615,6.2240524,"jira, integrate, mapped, zipboard, integration, does, way, communication"
KB-257,https://help.zipboard.co/article/257-whats-next-after-zipboard-account-integrated-at-organization-level-with-jira,Whats Next After Zipboard Account Integrated At Organization Level With Jira,Article,3,-3.403999,1.257893,6.1819515,"jira, zipboard, integration, integrated, associated, integrate, issues, level"
KB-258,https://help.zipboard.co/article/258-can-we-capture-screenshotrecord-video-without-going-to-zipboard,Can We Capture Screenshotrecord Video Without Going To Zipboard,Article,5,-2.3819053,-2.3406997,4.8610373,"recording, self, record, microphone, save, screen, camera, voice"
KB-259,https://help.zipboard.co/article/259-how-to-invite-collaborator-to-project,How To Invite Collaborator To Project,Article,4,-2.6970391,-3.2730834,8.926636,"invite, link, collaborators, invited, email, project, zipboard, admins"
