Article ID,URL,Name,Category,cluster,x,y,z,top_terms
KB-168,https://help.zipboard.co/article/168-how-to-upload-images-mocks-to-zipboard-and-get-live-feedback-from-people,How To Upload Images Mocks To Zipboard And Get Live Feedback From People,Article,8,12.245717,16.461708,5.221502,"people, user, tutorial, mocks, boards, website, share, feedback"
KB-171,https://help.zipboard.co/article/171-api-authentication-and-uri-structure,API Authentication And Uri Structure,Article,1,15.844346,9.140327,1.0765463,"api, rest, http, structure, authentication, zipboard, uri, token"
KB-171,https://help.zipboard.co/article/171-zipboard-api-key-generation-and-uri-structure,Zipboard API Key Generation And Uri Structure,Article,1,15.924044,9.107527,1.0443228,"api, rest, http, structure, authentication, zipboard, uri, token"
KB-178,https://help.zipboard.co/article/178-api-for-project,API For Project,Article,1,16.211082,8.734899,0.63009804,"id, project, string, http, n6drgcj2rkawbu948, api, title, 01"
KB-179,https://help.zipboard.co/article/179-api-for-files-url,API For Files Url,Article,1,16.160141,8.803626,0.71110773,"http, string, file, api, true, bing, id, 01"
KB-18,https://help.zipboard.co/article/18-what-makes-zipboard-different,What Makes Zipboard Different,Article,7,12.026903,13.738735,5.6566563,"watch, zipboard, learn, apart, keeping, better, review, makes"
KB-180,https://help.zipboard.co/article/180-api-for-review-links,API For Review Links,Article,1,16.101902,8.884877,0.7854427,"http, shareurl, api, sharelink, fileid, string, projectid, authorization"
KB-181,https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,Article,1,16.168444,8.68992,0.7048582,"string, http, task, 02, 2020, api, 18t09, id"
KB-182,https://help.zipboard.co/article/182-api-for-issues-feedback,API For Issues Feedback,Article,1,16.180918,8.740963,0.6965251,"string, http, api, id, 2019, 01, params, authorization"
KB-183,https://help.zipboard.co/article/183-http-status-codes,HTTP Status Codes,Article,1,15.974881,9.024701,0.949448,"http, resource, codes, bad, method, token, api, operation"
KB-19,https://help.zipboard.co/article/19-how-does-zipboard-help-me-build-better-products,How Does Zipboard Help Me Build Better Products,Article,7,11.796308,13.030195,5.93364,"products, build, integration, zipboard, manner, changed, better, actual"
KB-190,https://help.zipboard.co/article/190-what-is-a-kanban-board-and-how-can-i-use-it,What Is A Kanban Board And How Can I Use It,Article,8,11.658619,14.398563,4.959957,"kanban, board, work, tasks, upload, integration, details, review"
KB-192,https://help.zipboard.co/article/192-what-can-i-do-with-slack-integration,What Can I Do With Slack Integration,Article,6,11.504779,11.666698,4.8242087,"slack, integrate, channel, message, zipboard, integration, convert, directly"
KB-193,https://help.zipboard.co/article/193-can-i-add-multiple-files-or-urls-within-1-project,Can I Add Multiple Files Or Urls Within 1 Project,Article,7,12.1067295,13.911101,6.090906,"upload, urls, plan, pricing, multiple, zipped, files, mp4"
KB-194,https://help.zipboard.co/article/194-what-payment-methods-do-you-support,What Payment Methods Do You Support,Article,4,9.869083,8.834817,9.02998,"credit, payment, methods, card, integration, annual, transfer, monthly"
KB-195,https://help.zipboard.co/article/195-how-is-zipboard-different-from-other-solutions,How Is Zipboard Different From Other Solutions,Article,7,11.991393,13.629411,5.626666,"vs, zipboard, visual, solutions, bug, unlimited, tracking, online"
KB-196,https://help.zipboard.co/article/196-how-to-review-webpages-using-zipboard,How To Review Webpages Using Zipboard,Article,7,11.743095,13.813082,6.254382,"review, url, add, following, webpages, zipboard, watch, follow"
KB-197,https://help.zipboard.co/article/197-how-to-install-the-zbreviewboard-extension-on-chrome,How To Install The Zbreviewboard Extension On Chrome,Article,7,10.564604,12.706165,6.682791,"chrome, installed, install, extension, following, integration, recordings, wait"
KB-198,https://help.zipboard.co/article/198-how-to-install-the-zbreviewboard-extension-on-firefox,How To Install The Zbreviewboard Extension On Firefox,Article,7,10.545404,12.831631,6.75231,"firefox, installed, install, following, extension, integration, recordings, wait"
KB-199,https://help.zipboard.co/article/199-how-to-install-the-zbreviewboard-extension-on-internet-explorer-or-safari,How To Install The Zbreviewboard Extension On Internet Explorer Or Safari,Article,7,10.6301985,12.849702,6.5998,"internet, explorer, safari, following, install, run, click, plugin"
KB-20,https://help.zipboard.co/article/20-how-can-i-use-zipboard-for-elearning-projects,How Can I Use Zipboard For Elearning Projects,Article,7,12.372557,13.27412,5.888323,"elearning, courses, course, integration, zipboard, extremely, storyline, articulate"
KB-200,https://help.zipboard.co/article/200-how-to-install-the-zbreviewboard-extension,How To Install The Zbreviewboard Extension,Article,7,10.6212225,12.750549,6.63179,"install, https, article, safari, zbreviewboard, extension, edge, help"
KB-201,https://help.zipboard.co/article/201-managing-the-message-board-of-zipboard,Managing The Message Board Of Zipboard,Article,3,11.336682,15.716729,3.5743394,"message, board, attach, messages, clicking, add, clients, button"
KB-203,https://help.zipboard.co/article/203-get-the-most-out-of-our-guides-in-zipboard,Get The Most Out Of Our Guides In Zipboard,Article,7,11.138568,13.254077,6.371728,"reviewing, plugin, guide, installing, zipboard, urls, videos, websites"
KB-205,https://help.zipboard.co/article/205-does-zipboard-integrate-with-wrike,Does Zipboard Integrate With Wrike,Article,6,11.710822,10.897974,5.347938,"wrike, zipboard, integrate, integration, issues, project, authentication, mapped"
KB-206,https://help.zipboard.co/article/206-how-do-i-integrate-zipboard-with-wrike,How Do I Integrate Zipboard With Wrike,Article,6,11.709115,10.901062,5.3810754,"wrike, integrate, zipboard, integration, issues, authentication, mapped, created"
KB-207,https://help.zipboard.co/article/207-how-are-statuses-mapped-between-zipboard-and-wrike,How Are Statuses Mapped Between Zipboard And Wrike,Article,6,11.74776,10.805371,5.3084865,"mapped, wrike, statuses, zipboard, integration, integrate, default, mapping"
KB-208,https://help.zipboard.co/article/208-how-do-i-remove-zipboards-integration-with-wrike,How Do I Remove Zipboards Integration With Wrike,Article,6,11.745933,10.917419,5.332008,"unlink, wrike, integration, zipboard, icon, clicking, mapped, delete"
KB-209,https://help.zipboard.co/article/209-how-do-i-view-the-associated-wrike-issues-directly,How Do I View The Associated Wrike Issues Directly,Article,6,11.826412,10.748503,5.2830224,"wrike, zipboard, integration, linked, issues, mapped, working, associated"
KB-21,https://help.zipboard.co/article/21-how-do-i-start-with-zipboard,How Do I Start With Zipboard,Article,7,11.071044,13.470677,6.2720866,"start, reviewing, zipboard, profile, integration, screens, file, clicking"
KB-210,https://help.zipboard.co/article/210-how-do-i-edit-wrikes-integration-settings,How Do I Edit Wrikes Integration Settings,Article,6,11.715598,10.834099,5.2839665,"wrike, edit, integration, mapped, settings, zipboard, integrate, incorporated"
KB-211,https://help.zipboard.co/article/211-how-are-priorities-mapped-between-zipboard-and-wrike,How Are Priorities Mapped Between Zipboard And Wrike,Article,6,11.77425,10.777476,5.2786283,"priorities, mapped, wrike, zipboard, integration, integrate, default, mapping"
KB-212,https://help.zipboard.co/article/212-signing-up-with-google,Signing Up With Google,Article,6,11.408222,12.198415,5.763537,"google, signing, click, zipboard, integration, enter, sign, started"
KB-214,https://help.zipboard.co/article/214-how-to-download-a-project-status-report,How To Download A Project Status Report,Article,5,10.809779,12.965768,4.305383,"reports, download, report, integration, cumulative, page, summary, format"
KB-215,https://help.zipboard.co/article/215-what-happens-to-tasks-if-i-delete-my-project,What Happens To Tasks If I Delete My Project,Article,0,10.391866,13.493194,4.4383535,"happens, deleted, integration, project, tasks, delete, tools, 27"
KB-216,https://help.zipboard.co/article/216-how-to-edit-tags,How To Edit Tags,Article,0,9.755086,13.687693,4.0774174,"cards, tags, uploads, edit, tagging, kanban, menu, icon"
KB-218,https://help.zipboard.co/article/218-email-notification,Email Notification,Article,3,11.358477,16.592997,3.2006526,"send, emails, tab, email, collaborators, zipboard, admins, click"
KB-22,https://help.zipboard.co/article/22-can-i-use-zipboard-with-any-browser,Can I Use Zipboard With Any Browser,Article,7,10.631358,12.958299,6.491545,"browser, browsers, chrome, integration, use, existing, major, moment"
KB-220,https://help.zipboard.co/article/220-will-collaborators-get-notified-by-email-when-they-assigned-to-task-project,Will Collaborators Get Notified By Email When They Assigned To Task Project,Article,3,11.304079,16.50154,3.0596821,"assigned, notified, emails, admins, email, task, watcher, collaborators"
KB-221,https://help.zipboard.co/article/221-will-the-users-get-notification-in-zipboard,Will The Users Get Notification In Zipboard,Article,3,11.050159,16.241741,3.0484893,"notification, notifications, zipboard, admins, users, 21, watcher, november"
KB-222,https://help.zipboard.co/article/222-will-my-client-get-messages-from-project-team-in-enterprise-edition,Will My Client Get Messages From Project Team In Enterprise Edition,Article,3,11.851274,16.370842,3.0990882,"messages, edition, enterprise, clients, team, admins, project, september"
KB-223,https://help.zipboard.co/article/223-can-client-convert-feedback-from-other-stackholders,Can Client Convert Feedback From Other Stackholders,Article,8,12.34988,16.187017,4.169262,"feedback, internal, clients, guest, flexibility, development, teams, ensures"
KB-225,https://help.zipboard.co/article/225-how-to-file-a-bug,How To File A Bug,Article,0,10.1664095,14.188017,4.781347,"bug, task, project, file, add, added, options, tasks"
KB-226,https://help.zipboard.co/article/226-how-do-i-share-my-website-pdf-file-html-scorm-file-images-or-video,How Do I Share My Website Pdf File HTML Scorm File Images Or Video,Article,8,12.180469,14.786477,6.0159183,"share, file, content, html, scorm, review, website, upload"
KB-227,https://help.zipboard.co/article/227-share-link-settings,Share Link Settings,Article,8,12.215188,16.530651,5.1278553,"share, comments, link, boards, guests, screens, links, view"
KB-228,https://help.zipboard.co/article/228-if-i-remove-a-user-from-my-organization-or-project-what-happens-to-there-tasks-and-comments,If I Remove A User From My Organization Or Project What Happens To There Tasks And Comments,Article,3,11.578812,16.842625,2.9251766,"thier, remove, happens, organization, assigned, comments, admins, collaborator"
KB-229,https://help.zipboard.co/article/229-how-do-i-remove-members-from-an-organization,How Do I Remove Members From An Organization,Article,3,11.773002,17.030474,2.842728,"removed, organization, members, remove, org, enterprise, tab, admin"
KB-23,https://help.zipboard.co/article/23-how-to-add-and-review-different-types-of-content-with-zipboard,How To Add And Review Different Types Of Content With Zipboard,Article,7,12.092339,14.535115,6.235867,"review, upload, content, file, hosted, uploading, web, mp3"
KB-23,https://help.zipboard.co/article/23-what-kind-of-projects-files-can-i-upload-to-zipboard,What Kind Of Projects Files Can I Upload To Zipboard,Article,7,12.085601,14.508284,6.239643,"review, upload, content, file, hosted, uploading, web, mp3"
KB-231,https://help.zipboard.co/article/231-getting-feedback,Getting Feedback,Article,3,11.685276,16.580416,4.0424128,"feedback, collaborator, tab, add, link, inviting, share, account"
KB-232,https://help.zipboard.co/article/232-managing-stakeholders,Managing Stakeholders,Article,3,11.825022,17.002783,3.1819086,"add, collaborator, managers, organization, clients, typing, members, adding"
KB-233,https://help.zipboard.co/article/233-will-a-collaborator-get-email-notification-when-a-reply-is-added-to-his-feedback,Will A Collaborator Get Email Notification When A Reply Is Added To His Feedback,Article,3,11.152179,16.3668,3.0338655,"email, notification, added, reply, admins, collaborator, watchers, entered"
KB-234,https://help.zipboard.co/article/234-what-happens-if-we-delete-shared-link-for-review-to-users,What Happens If We Delete Shared Link For Review To Users,Article,8,12.293627,16.572884,5.332141,"link, share, user, happens, integration, file, shared, page"
KB-235,https://help.zipboard.co/article/235-what-is-manager-role,What Is Manager Role,Article,3,11.697157,16.980913,2.985017,"add, organization, review, messages, clients, assign, project, managers"
KB-237,https://help.zipboard.co/article/237-api-for-organization,API For Organization,Article,1,15.989184,9.02458,0.96312356,"api, organization, http, zipboard, authorization, rest, response, v1"
KB-24,https://help.zipboard.co/article/24-can-i-upload-multiple-images,Can I Upload Multiple Images,Article,7,11.8547,13.421834,6.0323033,"images, multiple, upload, integration, zipped, file, currently, selecting"
KB-240,https://help.zipboard.co/article/240-responses,Responses,Article,1,16.139294,8.823028,0.7855604,"response, responses, api, http, 9qpkeqjacxbcqhql3, reply, 2020, authorization"
KB-241,https://help.zipboard.co/article/241-how-to-install-widget-and-use-it,How To Install Widget And Use It,Article,7,11.436412,14.23754,6.458193,"widget, plugin, screenshot, page, web, code, sign, guest"
KB-242,https://help.zipboard.co/article/242-is-make-an-announcement-in-zipboard-for-all-projects-in-the-organization,Is Make An Announcement In Zipboard For All Projects In The Organization,Article,5,11.245971,12.571749,4.8313937,"announcement, add, integration, replaced, make, added, old, organization"
KB-243,https://help.zipboard.co/article/243-how-to-disable-added-announcement,How To Disable Added Announcement,Article,5,11.228967,12.511399,4.8540144,"announcement, disable, actions, added, integration, enable, enterprise, org"
KB-244,https://help.zipboard.co/article/244-how-to-delete-announcement,How To Delete Announcement,Article,5,11.2386265,12.556901,4.8171716,"announcement, delete, integration, disable, actions, org, tools, resources"
KB-245,https://help.zipboard.co/article/245-is-full-page-screenshot-option-availble-in-zipboard,Is Full Page Screenshot Option Availble In Zipboard,Article,7,11.428081,14.115919,6.413141,"web, board, review, pages, step, screenshot, camera, page"
KB-246,https://help.zipboard.co/article/246-can-screens-can-be-added-to-task-in-the-project,Can Screens Can Be Added To Task In The Project,Article,7,10.265062,14.084111,5.385135,"screen, select, added, task, add, integration, screens, symbol"
KB-247,https://help.zipboard.co/article/247-can-i-sign-in-using-a-microsoft-account-with-zipboard,Can I Sign In Using A Microsoft Account With Zipboard,Article,6,11.559669,12.171985,5.5359755,"sign, zipboard, click, microsoft, started, integration, app, enter"
KB-248,https://help.zipboard.co/article/248-what-is-the-message-feature-in-zipboard,What Is The Message Feature In Zipboard,Article,3,11.394264,15.912097,3.439869,"message, messages, clients, attach, add, collaborators, font, controls"
KB-25,https://help.zipboard.co/article/25-i-upload-a-file-but-its-stuck-what-should-i-do,I Upload A File But Its Stuck What Should I Do,Article,7,12.547837,13.6182785,6.4165115,"stuck, file, zipboard, zip, integration, uploaded, machine, mess"
KB-251,https://help.zipboard.co/article/251-can-we-import-tasks-to-zipboard-from-csv-excel,Can We Import Tasks To Zipboard From CSV Excel,Article,0,10.122061,13.411644,4.2774467,"csv, import, excel, tasks, zipboard, integration, importing, columns"
KB-252,https://help.zipboard.co/article/252-getting-started-with-zipboard,Getting Started With Zipboard,Article,8,12.126029,15.323771,4.463057,"step, tasks, content, main, zipboard, time, create, priorities"
KB-253,https://help.zipboard.co/article/253-do-we-have-reports-on-project-based-in-zipboard,Do We Have Reports On Project Based In Zipboard,Article,5,10.9603615,12.825399,4.3770437,"reports, seen, based, integration, cumulative, project, individually, maintain"
KB-254,https://help.zipboard.co/article/254-do-slack-channel-get-notified-if-task-is-created-or-updated-in-zipboard,Do Slack Channel Get Notified If Task Is Created Or Updated In Zipboard,Article,6,11.568088,11.79929,4.7647085,"channel, slack, notified, created, integration, zipboard, integrate, task"
KB-255,https://help.zipboard.co/article/255-how-to-work-with-microsoft-teams-app-with-zipboard-integrated-in-it,How To Work With Microsoft Teams App With Zipboard Integrated In It,Article,6,11.582423,12.138232,5.3647275,"teams, app, channel, zipboard, csv, work, integrated, microsoft"
KB-256,https://help.zipboard.co/article/256-does-zipboard-support-two-way-communication-with-jira,Does Zipboard Support Two Way Communication With Jira,Article,6,11.3321085,10.669213,5.263552,"jira, integrate, mapped, zipboard, integration, does, way, communication"
KB-257,https://help.zipboard.co/article/257-whats-next-after-zipboard-account-integrated-at-organization-level-with-jira,Whats Next After Zipboard Account Integrated At Organization Level With Jira,Article,6,11.191862,10.5584755,5.2289147,"jira, zipboard, integration, integrated, associated, integrate, level, issues"
KB-258,https://help.zipboard.co/article/258-can-we-capture-screenshotrecord-video-without-going-to-zipboard,Can We Capture Screenshotrecord Video Without Going To Zipboard,Article,7,10.38533,14.138708,5.978338,"recording, self, record, microphone, screen, save, camera, voice"
KB-259,https://help.zipboard.co/article/259-how-to-invite-collaborator-to-project,How To Invite Collaborator To Project,Article,3,11.718467,16.760218,3.734059,"invite, link, collaborators, invited, email, project, zipboard, admins"
KB-26,https://help.zipboard.co/article/26-what-authoring-tools-does-zipboard-support,What Authoring Tools Does Zipboard Support,Article,7,12.719016,13.687474,6.26567,"articulate, authoring, scorm, zipboard, adobe, upload, captivate, valid"
KB-260,https://help.zipboard.co/article/260-how-to-install-the-zbreviewboard-extension-on-edge,How To Install The Zbreviewboard Extension On Edge,Article,7,10.587945,12.713853,6.666487,"edge, installed, install, extension, following, integration, recordings, wait"
KB-261,https://help.zipboard.co/article/261-getting-started-as-a-collaborator,Getting Started As A Collaborator,Article,3,12.14619,16.770298,3.407694,"collaborator, started, reports, project, watch, content, getting, share"
KB-262,https://help.zipboard.co/article/262-how-secure-is-zipboard,How Secure Is Zipboard,Article,7,11.795391,12.69097,6.6464977,"organizations, compliance, cloud, secure, controls, hosting, customer, support"
KB-264,https://help.zipboard.co/article/264-what-is-client-role-in-enterprise-edition,What Is Client Role In Enterprise Edition,Article,3,12.410016,16.321098,4.044637,"clients, internal, client, workflows, provide, collaboration, role, smes"
KB-265,https://help.zipboard.co/article/265-how-to-review-and-collaborate-on-video-projects,How To Review And Collaborate On Video Projects,Article,7,11.655804,14.459145,6.396695,"review, video, board, widget, reviewing, share, details, file"
KB-266,https://help.zipboard.co/article/266-comprehensive-guides-for-zipboard,Comprehensive Guides For Zipboard,Article,3,12.42912,16.93701,3.0942607,"comprehensive, guide, owners, admins, complete, feel, invited, zipboard"
KB-267,https://help.zipboard.co/article/267-can-we-add-live-annotations-with-zipboard-extension,Can We Add Live Annotations With Zipboard Extension,Article,7,10.878279,13.92962,6.034111,"annotations, review, live, add, browse, screenshot, helps, allows"
KB-27,https://help.zipboard.co/article/27-what-are-the-upload-limits,What Are The Upload Limits,Article,7,12.54824,13.594569,6.442708,"space, upload, limits, stuck, zipboard, integration, uploaded, scorm"
KB-271,https://help.zipboard.co/article/271-visual-reviews-and-feedback-with-zipboard,Visual Reviews And Feedback With Zipboard,Article,7,11.833633,13.914338,5.471627,"visual, comments, feedback, points, cycles, visually, reviews, zipboard"
